filename,label,confidence,keep,gain_r,gain_g,gain_b,exposure,acq_ts,acq_dt,ref_dt,tle_age,lat,lng,h,tle_ref_line1,tle_ref_line2
img_msec_1694431443079_2,bad,0.84971799999999997,False,8,8,8,2,1694431443079,2023/9/11 11:24:03,2023/9/10 11:58:04,0.97637549658247735,5.5232235077075256,-77.363879332387782,457353.21875,1 44878U 19092F   23253.49866014  .00030084  00000+0  78216-3 0  9996,2 44878  97.4730  83.6089 0008061 181.1693 178.9534 15.38851155206895
img_msec_1694431469480_2,bad,0.84971799999999997,False,8,8,8,2,1694431469480,2023/9/11 11:24:29,2023/9/10 11:58:04,0.97668106370838359,7.1985361493096613,-77.696557356291592,457227.65625,1 44878U 19092F   23253.49866014  .00030084  00000+0  78216-3 0  9996,2 44878  97.4730  83.6089 0008061 181.1693 178.9534 15.38851155206895
img_msec_1694431483720_2,bad,0.84971799999999997,False,8,8,8,2,1694431483720,2023/9/11 11:24:44,2023/9/10 11:58:04,0.97684587852563709,8.1021590774449468,-77.876662614515652,457170.75,1 44878U 19092F   23253.49866014  .00030084  00000+0  78216-3 0  9996,2 44878  97.4730  83.6089 0008061 181.1693 178.9534 15.38851155206895
img_msec_1694431497799_2,bad,0.84971799999999997,False,8,8,8,2,1694431497799,2023/9/11 11:24:58,2023/9/10 11:58:04,0.97700882991193794,8.9955640425818935,-78.055272061311484,457121.9375,1 44878U 19092F   23253.49866014  .00030084  00000+0  78216-3 0  9996,2 44878  97.4730  83.6089 0008061 181.1693 178.9534 15.38851155206895
img_msec_1694431707719_2,bad,0.84971799999999997,False,8,8,8,2,1694431707719,2023/9/11 11:28:28,2023/9/10 11:58:04,0.97943845953705022,22.313136895711747,-80.827249694447801,457219.34375,1 44878U 19092F   23253.49866014  .00030084  00000+0  78216-3 0  9996,2 44878  97.4730  83.6089 0008061 181.1693 178.9534 15.38851155206895
img_msec_1694431721801_2,bad,0.84971799999999997,False,8,8,8,2,1694431721801,2023/9/11 11:28:42,2023/9/10 11:58:04,0.97960144565149676,23.206073139116903,-81.023979633111679,457276.34375,1 44878U 19092F   23253.49866014  .00030084  00000+0  78216-3 0  9996,2 44878  97.4730  83.6089 0008061 181.1693 178.9534 15.38851155206895
img_msec_1694431767800_2,edge,0.49679600000000002,False,8,8,8,2,1694431767800,2023/9/11 11:29:28,2023/9/10 11:58:04,0.98013384148362093,26.122201914686336,-81.680135416107291,457500.46875,1 44878U 19092F   23253.49866014  .00030084  00000+0  78216-3 0  9996,2 44878  97.4730  83.6089 0008061 181.1693 178.9534 15.38851155206895
img_msec_1694431796679_2,earth,0.842974,True,8,8,8,2,1694431796679,2023/9/11 11:29:57,2023/9/10 11:58:04,0.98046808916842565,27.952397206568151,-82.103996465430768,457668.71875,1 44878U 19092F   23253.49866014  .00030084  00000+0  78216-3 0  9996,2 44878  97.4730  83.6089 0008061 181.1693 178.9534 15.38851155206895
img_msec_1694431887961_2,bad,0.47294799999999998,False,8,8,8,2,1694431887961,2023/9/11 11:31:28,2023/9/10 11:58:04,0.98152459379343782,33.733344669114587,-83.51875403878303,458319.59375,1 44878U 19092F   23253.49866014  .00030084  00000+0  78216-3 0  9996,2 44878  97.4730  83.6089 0008061 181.1693 178.9534 15.38851155206895
img_msec_1694431920519_2,bad,0.87743499999999996,False,8,8,8,2,1694431920519,2023/9/11 11:32:01,2023/9/10 11:58:04,0.98190142249950441,35.793394609587551,-84.056870492542487,458587.78125,1 44878U 19092F   23253.49866014  .00030084  00000+0  78216-3 0  9996,2 44878  97.4730  83.6089 0008061 181.1693 178.9534 15.38851155206895
